t_date,item_code
20.05.2015,BLACK AND WHITE
18.05.2015,PHI
15.05.2015,SIGMA
13.05.2015,ALPHA
13.05.2015,DELTA
13.05.2015,SIGMA
13.05.2015,ZEILTA
13.05.2015,ALPHA
12.05.2015,ALPHA
28.04.2015,ALPHA
28.04.2015,DELTA
27.04.2015,ALPHA
27.04.2015,SIGMA
27.04.2015,KAPPA
27.04.2015,BEITA
24.04.2015,DELTA
24.04.2015,BEITA
24.04.2015,PHI
24.04.2015,ZEILTA
22.04.2015,DELTA
22.04.2015,OMEGA
22.04.2015,ALPHA
21.04.2015,CAROUSEL
21.04.2015,ZEILTA
20.04.2015,BEITA
20.04.2015,SIGMA
20.04.2015,E01TA
20.04.2015,ALPHA
20.04.2015,SIGMA
20.04.2015,TELTA
20.04.2015,IOTA
20.04.2015,KAPPA
17.04.2015,TELTA
17.04.2015,ZEILTA
16.04.2015,TELTA
15.04.2015,OMICRON
09.04.2015,LAMBDA
08.04.2015,DELTA
08.04.2015,LAMBDA
08.04.2015,GAMMA
06.04.2015,TELTA
06.04.2015,PIO1
06.04.2015,KUCUKSEZAR
24.03.2015,ALPHA
24.03.2015,DELTA
24.03.2015,NEKAKOFTE
24.03.2015,OMICRON
23.03.2015,BEITA
23.03.2015,CAROUSEL
23.03.2015,SOLAR
23.03.2015,ALPHA
23.03.2015,PHI
23.03.2015,PIO1
23.03.2015,SIGMA
23.03.2015,E01TA
18.03.2015,ALPHA
18.03.2015,DELTA
18.03.2015,LIDYA CAFE
17.03.2015,PHI
17.03.2015,SIGMA
16.03.2015,TELTA
16.03.2015,ALPHA
16.03.2015,SIGMA
16.03.2015,OMICRON
16.03.2015,ALPHA
16.03.2015,NU1
16.03.2015,IOTA
16.03.2015,ZEILTA
16.03.2015,BLACK AND WHITE
16.03.2015,PHI
16.03.2015,CAROUSEL
13.03.2015,TAU
13.03.2015,SIGMA
12.03.2015,DELTA
12.03.2015,KAPPA
11.03.2015,ALPHA
11.03.2015,DELTA
11.03.2015,SOLAR
10.03.2015,ZEILTA
10.03.2015,TELTA
10.03.2015,BLACK AND WHITE
09.03.2015,ZEILTA
09.03.2015,TELTA
09.03.2015,BEITA
09.03.2015,SIGMA
09.03.2015,LAMBDA
09.03.2015,TAU
02.03.2015,DELTA
27.02.2015,PHI
27.02.2015,ZEILTA
26.02.2015,BEITA
26.02.2015,IOTA
26.02.2015,ALPHA
25.02.2015,TELTA
24.02.2015,TAU
24.02.2015,DELTA
24.02.2015,GAMMA
23.02.2015,PHI
23.02.2015,LAMBDA
23.02.2015,COLLEZZINE
23.02.2015,TAU
23.02.2015,EPSILON
23.02.2015,TAU
20.02.2015,ZEILTA
20.02.2015,ALPHA
19.02.2015,IOTA
19.02.2015,DELTA
18.02.2015,BLACK AND WHITE
18.02.2015,CAROUSEL
18.02.2015,BEITA
18.02.2015,IOTA
18.02.2015,DELTA
17.02.2015,LAMBDA
17.02.2015,TAU
16.02.2015,LAMBDA
16.02.2015,ALPHA
16.02.2015,IOTA
16.02.2015,GAMMA
16.02.2015,BEITA
16.02.2015,BLACK AND WHITE
16.02.2015,OMICRON
13.02.2015,PHI
13.02.2015,CAROUSEL
13.02.2015,OMICRON
12.02.2015,SIGMA
12.02.2015,LAMBDA
12.02.2015,DELTA
11.02.2015,ALPHA
10.02.2015,MU1
10.02.2015,ALPHA
10.02.2015,KAPPA
10.02.2015,ALPHA
09.02.2015,SOLAR
09.02.2015,ZEILTA
09.02.2015,ALPHA
09.02.2015,EPSILON
09.02.2015,LAMBDA
09.02.2015,ALPHA
09.02.2015,MU1
09.02.2015,ALPHA
06.02.2015,BEITA
31.01.2015,CARREFOUR
31.01.2015,SOLAR
30.01.2015,OMICRON
30.01.2015,GAMMA
29.01.2015,TAU
28.01.2015,PIO1
27.01.2015,TAU
26.01.2015,E01TA
26.01.2015,ZEILTA
26.01.2015,ARIKO
26.01.2015,BLACK AND WHITE
19.01.2015,LOKMAMILOKUM
19.01.2015,CAROUSEL
19.01.2015,GAMMA
16.01.2015,LAMBDA
16.01.2015,COLLEZZINE
12.01.2015,ESCAPE
12.01.2015,GAMMA
12.01.2015,OMICRON
12.01.2015,PIO1
12.01.2015,DELTA
12.01.2015,KAPPA
12.01.2015,ALPHA
09.01.2015,DELTA
09.01.2015,ZEILTA
09.01.2015,MEMORY
09.01.2015,IOTA
09.01.2015,ALPHA
09.01.2015,DELTA
08.01.2015,SIGMA
08.01.2015,OMICRON
07.01.2015,ZEILTA
07.01.2015,ZEILTA
07.01.2015,SIGMA
06.01.2015,LAMBDA
06.01.2015,IOTA
05.01.2015,ZEILTA
05.01.2015,OMICRON
05.01.2015,KIBRIT
05.01.2015,GAMMA
05.01.2015,ALPHA
05.01.2015,KAPPA
05.01.2015,CHI
05.01.2015,LAMBDA
05.01.2015,UPSILON
05.01.2015,PSI
02.01.2015,CAROUSEL
02.01.2015,E01TA
02.01.2015,LAMBDA
31.12.2014,JADOR
31.12.2014,KAPPA
30.12.2014,SOLAR
30.12.2014,COLLEZZINE
30.12.2014,BLACK AND WHITE
29.12.2014,PLUTTON
29.12.2014,BEITA
29.12.2014,HEMA01
29.12.2014,IOTA
29.12.2014,OMICRON
29.12.2014,E01TA
29.12.2014,GAMMA
26.12.2014,OMICRON
26.12.2014,ALPHA
26.12.2014,IOTA
26.12.2014,GAMMA
25.12.2014,BEITA
25.12.2014,SOLAR
25.12.2014,IOTA
24.12.2014,COLLEZZINE
24.12.2014,TAU
24.12.2014,OMICRON
24.12.2014,SOLAR
23.12.2014,DELTA
23.12.2014,ESCAPE
23.12.2014,ZEILTA
22.12.2014,OMICRON
22.12.2014,PLUTTON
22.12.2014,PIO1
22.12.2014,BLACK AND WHITE
22.12.2014,ZEILTA
22.12.2014,ESCAPE
22.12.2014,DELTA
22.12.2014,ALPHA
19.12.2014,PLUTTON
19.12.2014,BEITA
19.12.2014,BLACK AND WHITE
19.12.2014,OMEGA
19.12.2014,E01TA
19.12.2014,DELTA
19.12.2014,OMICRON
18.12.2014,DELTA
18.12.2014,ESCAPE
18.12.2014,ZEILTA
17.12.2014,ALPHA
17.12.2014,LIMON EV YEMEKLERI
17.12.2014,DELTA
17.12.2014,CENGELKOY WAFFLE
17.12.2014,GAMMA
17.12.2014,PLUTTON
16.12.2014,PIO1
16.12.2014,COLLEZZINE
16.12.2014,GAMMA
15.12.2014,DELTA
15.12.2014,ZEILTA
15.12.2014,ALPHA
15.12.2014,KAPPA
15.12.2014,SIGMA
15.12.2014,TELTA
15.12.2014,ALPHA
15.12.2014,E01TA
15.12.2014,DELTA
12.12.2014,BLACK AND WHITE
12.12.2014,CAROUSEL
12.12.2014,GAMMA
12.12.2014,E01TA
12.12.2014,SOLAR
11.12.2014,BLACK AND WHITE
11.12.2014,TELTA
10.12.2014,ALPHA
10.12.2014,IOTA
10.12.2014,DELTA
10.12.2014,BLACK AND WHITE
09.12.2014,GAMMA
09.12.2014,PIO1
09.12.2014,KAPPA
09.12.2014,DELTA
09.12.2014,MEMORY
08.12.2014,ALPHA
08.12.2014,BEITA
08.12.2014,ALPHA
08.12.2014,DELTA
08.12.2014,GAMMA
08.12.2014,MEMORY
08.12.2014,PLUTTON
08.12.2014,LAMBDA
05.12.2014,PIO1
05.12.2014,LAMBDA
05.12.2014,CAROUSEL
05.12.2014,MARKAR ERTONGA
04.12.2014,PIO1
04.12.2014,IOTA
04.12.2014,KARAHANLI01
02.12.2014,OMICRON
02.12.2014,OMICRON
02.12.2014,PIO1
02.12.2014,DELTA
02.12.2014,PLUTTON
02.12.2014,BLACK AND WHITE
02.12.2014,ZEILTA
02.12.2014,SOLAR
01.12.2014,PIO1
01.12.2014,IOTA
30.11.2014,ZEILTA
30.11.2014,ALPHA
30.11.2014,BLACK AND WHITE
30.11.2014,SOLAR
30.11.2014,GAMMA
30.11.2014,PLUTTON
28.11.2014,DOMINOTASI
27.11.2014,DELTA
26.11.2014,PIO1
26.11.2014,COLLEZZINE
24.11.2014,OMICRON
24.11.2014,PIO1
24.11.2014,KAPPA
21.11.2014,ZEILTA
21.11.2014,LAMBDA
21.11.2014,PLUTTON
19.11.2014,SOLAR
19.11.2014,GAMMA
19.11.2014,IOTA
18.11.2014,OMICRON
18.11.2014,GAMMA
18.11.2014,OMICRON
17.11.2014,SOLAR
17.11.2014,PLUTTON
14.11.2014,BEITA
13.11.2014,DOKO GIDA
13.11.2014,BLACK AND WHITE
13.11.2014,EPSILON
12.11.2014,DELTA
12.11.2014,BLACK AND WHITE
11.11.2014,SOLAR
11.11.2014,DELTA
11.11.2014,OMICRON
10.11.2014,PIO1
10.11.2014,DELTA
10.11.2014,OMICRON
10.11.2014,PIO1
10.11.2014,OMICRON
10.11.2014,ZEILTA
10.11.2014,ALPHA
10.11.2014,OMICRON
10.11.2014,ZEILTA
07.11.2014,PIO1
07.11.2014,DELTA
07.11.2014,OMICRON
06.11.2014,DELTA
06.11.2014,IOTA
06.11.2014,OMICRON
05.11.2014,PIO1
05.11.2014,BLACK AND WHITE
05.11.2014,DELTA
05.11.2014,KAPPA
04.11.2014,LAMBDA
04.11.2014,OMICRON
04.11.2014,DELTA
04.11.2014,OMICRON
03.11.2014,PIO1
03.11.2014,PIO1
03.11.2014,OMICRON
03.11.2014,DELTA
03.11.2014,BEITA
03.11.2014,EPSILON
03.11.2014,OMICRON
03.11.2014,SOLAR
03.11.2014,PLUTTON
31.10.2014,OMICRON
31.10.2014,LAMBDA
31.10.2014,IOTA
31.10.2014,OMICRON
30.10.2014,DELTA
30.10.2014,ALPHA
30.10.2014,GAMMA
30.10.2014,BLACK AND WHITE
30.10.2014,HEMA01
30.10.2014,BLACK AND WHITE
27.10.2014,PIO1
27.10.2014,COLLEZZINE
24.10.2014,IOTA
23.10.2014,IOTA
22.10.2014,DELTA
22.10.2014,MEMORY
21.10.2014,DOMINOTASI
21.10.2014,LAMBDA
21.10.2014,IOTA
21.10.2014,DELTA
20.10.2014,PLUTTON
20.10.2014,COLLEZZINE
20.10.2014,DELTA
20.10.2014,ESCAPE
20.10.2014,ESCAPE
20.10.2014,GAMMA
17.10.2014,PIO1
16.10.2014,HEMA01
16.10.2014,IOTA
15.10.2014,OMEGA
15.10.2014,IOTA
14.10.2014,OMEGA
14.10.2014,KARAHANLI01
14.10.2014,LAMBDA
14.10.2014,ZEILTA
14.10.2014,KARAHANLI01
13.10.2014,E01TA
13.10.2014,BLACK AND WHITE
13.10.2014,ZEILTA
13.10.2014,SOLAR
10.10.2014,PLUTTON
10.10.2014,OMICRON
09.10.2014,PLUTTON
01.10.2014,COLLEZZINE
30.09.2014,IOTA
30.09.2014,DELTA
30.09.2014,OMICRON
29.09.2014,MU1
29.09.2014,COLLEZZINE
29.09.2014,ZEILTA
29.09.2014,BLACK AND WHITE
29.09.2014,IOTA
29.09.2014,DELTA
29.09.2014,IOTA
26.09.2014,TELTA
26.09.2014,CAROUSEL
26.09.2014,DELTA
26.09.2014,MU1
25.09.2014,ALPHA
25.09.2014,DELTA
25.09.2014,OMICRON
24.09.2014,DELTA
23.09.2014,CARREFOUR
23.09.2014,ZEILTA
23.09.2014,DELTA
23.09.2014,MEMORY
22.09.2014,ZEILTA
22.09.2014,BEITA
22.09.2014,OMICRON
22.09.2014,ALPHA
22.09.2014,IOTA
22.09.2014,DURUMZADE
22.09.2014,BLACK AND WHITE
19.09.2014,IOTA
18.09.2014,PLUTTON
17.09.2014,EPSILON
17.09.2014,SOLAR
16.09.2014,OMICRON
16.09.2014,GAMMA
07.07.2014,BLACK AND WHITE
07.07.2014,BLACK AND WHITE
07.07.2014,CAROUSEL
07.07.2014,BLACK AND WHITE
07.07.2014,OMICRON
07.07.2014,MU1
07.07.2014,IOTA
07.07.2014,CAROUSEL
04.07.2014,BEITA
04.07.2014,ZEILTA
04.07.2014,PLUTTON
04.07.2014,IOTA
03.07.2014,IOTA
03.07.2014,OMICRON
02.07.2014,PIO1
02.07.2014,ZEILTA
02.07.2014,PLUTTON
02.07.2014,ELEKTRONMARKET
01.07.2014,LAMBDA
30.06.2014,COLLEZZINE
23.06.2014,KALAMIS TURZ
23.06.2014,CAROUSEL
23.06.2014,ESCAPE
23.06.2014,ZEILTA
20.06.2014,ELEKTRONMARKET
20.06.2014,IOTA
19.06.2014,IOTA
18.06.2014,ZEILTA
18.06.2014,SOLAR
18.06.2014,ZEILTA
17.06.2014,OMICRON
17.06.2014,TELTA
17.06.2014,ELEKTRONMARKET
17.06.2014,ESCAPE
16.06.2014,MU1
16.06.2014,ESCAPE
16.06.2014,SOLAR
13.06.2014,EPSILON
12.06.2014,KARAHANLI01
12.06.2014,DELTA
11.06.2014,ZEILTA
11.06.2014,ZEILTA
11.06.2014,DELTA
10.06.2014,PLUTTON
10.06.2014,EPSILON
09.06.2014,BLACK AND WHITE
09.06.2014,MU1
09.06.2014,EPSILON
09.06.2014,DRDR-DOGAN
09.06.2014,DELTA
09.06.2014,BOZDAG
06.06.2014,MARS SINEMA
03.06.2014,BLACK AND WHITE
31.05.2014,CARREFOUR.
31.05.2014,CAROUSEL
31.05.2014,CAROUSEL
30.05.2014,E01TA
29.05.2014,HEMA01
23.05.2014,MU1
22.05.2014,IOTA
21.05.2014,GAMMA
20.05.2014,BEITA
20.05.2014,KAHVE DUNYASI AKAR
20.05.2014,CAROUSEL
16.05.2014,TELTA
16.05.2014,IOTA
16.05.2014,OMICRON
16.05.2014,TELTA
15.05.2014,ZEILTA
15.05.2014,DELTA
15.05.2014,MEMORY
14.05.2014,OMICRON
14.05.2014,OMICRON
14.05.2014,EPSILON
13.05.2014,IOTA
13.05.2014,MU1
12.05.2014,DELTA
12.05.2014,OMICRON
12.05.2014,ZEILTA
12.05.2014,IOTA
12.05.2014,EPSILON
12.05.2014,OMICRON
12.05.2014,IOTA
12.05.2014,EPSILON
09.05.2014,OMICRON
09.05.2014,LAMBDA
09.05.2014,BLACK AND WHITE
09.05.2014,DELTA
08.05.2014,EPSILON
08.05.2014,EPSILON
08.05.2014,EPSILON
08.05.2014,GAMMA
08.05.2014,KEMAL OLCAY
07.05.2014,EPSILON
07.05.2014,EPSILON
07.05.2014,KEMAL OLCAY
07.05.2014,DELTA
06.05.2014,ZEILTA
05.05.2014,TELTA
05.05.2014,EPSILON
05.05.2014,IOTA
05.05.2014,EPSILON
05.05.2014,OMICRON
05.05.2014,IOTA
05.05.2014,EPSILON
05.05.2014,ESCAPE
05.05.2014,MU1
02.05.2014,DELTA
02.05.2014,OMICRON
02.05.2014,GAMMA
30.04.2014,KAHVE KAFE
30.04.2014,DELTA
29.04.2014,EPSILON
28.04.2014,DELTA
28.04.2014,SIGMA
28.04.2014,GAMMA
28.04.2014,DELTA
28.04.2014,EPSILON
25.04.2014,E01TA
24.04.2014,OMICRON
22.04.2014,EPSILON
22.04.2014,DELTA
22.04.2014,RHO
21.04.2014,DELTA
21.04.2014,ILIZAGURME
21.04.2014,MEMORY
18.04.2014,DRDR-DOGAN
17.04.2014,DELTA
17.04.2014,TELTA
17.04.2014,CAROUSEL
16.04.2014,DRDR-DOGAN
16.04.2014,DELTA
16.04.2014,DRDR-DOGAN
14.04.2014,ZEILTA
14.04.2014,TELTA
10.04.2014,EPSILON
10.04.2014,GAMMA
10.04.2014,DELTA
10.04.2014,SOLAR
09.04.2014,DRDR-DOGAN
09.04.2014,PLUTTON
08.04.2014,EPSILON
08.04.2014,DRDR-DOGAN
08.04.2014,GAMMA
08.04.2014,GAMMA
07.04.2014,DELTA
07.04.2014,MEMORY
07.04.2014,MCDONALTS
07.04.2014,DELTA
03.04.2014,DRDR-DOGAN
02.04.2014,EPSILON
31.03.2014,DRDR-DOGAN
28.03.2014,ZEILTA
28.03.2014,ZEILTA
27.03.2014,IOTA
27.03.2014,GAMMA
27.03.2014,EPSILON
27.03.2014,EPSILON
26.03.2014,DRDR-DOGAN
26.03.2014,TELTA
26.03.2014,HEMA01
26.03.2014,IOTA
26.03.2014,GAMMA
25.03.2014,PIO1
25.03.2014,IOTA
25.03.2014,EPSILON
24.03.2014,IOTA
24.03.2014,EPSILON
24.03.2014,ZEILTA
24.03.2014,GAMMA
24.03.2014,PIO1
24.03.2014,IOTA
24.03.2014,EPSILON
24.03.2014,ZEILTA
24.03.2014,BLACK AND WHITE
24.03.2014,GAMMA
21.03.2014,DELTA
21.03.2014,DRDR-DOGAN
21.03.2014,EPSILON
20.03.2014,IOTA
20.03.2014,IOTA
19.03.2014,DELTA
19.03.2014,MEMORY
18.03.2014,EPSILON
18.03.2014,DELTA
18.03.2014,EPSILON
17.03.2014,DELTA
14.03.2014,EPSILON
13.03.2014,MEMORY
11.03.2014,EPSILON
11.03.2014,MEMORY
10.03.2014,DELTA
10.03.2014,MEMORY
07.03.2014,IOTA
07.03.2014,DELTA
07.03.2014,EPSILON
07.03.2014,MEMORY
06.03.2014,TELTA
06.03.2014,EPSILON
05.03.2014,IOTA
05.03.2014,DELTA
05.03.2014,EPSILON
04.03.2014,DELTA
03.03.2014,TELTA
03.03.2014,DELTA
03.03.2014,LAMBDA
03.03.2014,EPSILON
03.03.2014,ALPHA
03.03.2014,DELTA
03.03.2014,OMICRON
03.03.2014,EPSILON
03.03.2014,BEITA
03.03.2014,TAU
28.02.2014,DELTA
28.02.2014,OMICRON
28.02.2014,MEMORY
28.02.2014,MEMORY
27.02.2014,ZEILTA
27.02.2014,NU1
27.02.2014,DELTA
26.02.2014,TELTA
26.02.2014,EPSILON
25.02.2014,PIO1
25.02.2014,DELTA
25.02.2014,ERSAN MU1ZIK YAPIO1M
24.02.2014,DELTA
24.02.2014,MEMORY
24.02.2014,EPSILON
24.02.2014,PIO1
24.02.2014,IOTA
24.02.2014,EPSILON
24.02.2014,OMICRON
24.02.2014,BLACK AND WHITE
24.02.2014,BLACK AND WHITE
24.02.2014,IOTA
24.02.2014,GAMMA
21.02.2014,TELTA
21.02.2014,DELTA
21.02.2014,EPSILON
20.02.2014,TELTA
20.02.2014,DELTA
19.02.2014,MEMORY
19.02.2014,MU1
18.02.2014,TELTA
18.02.2014,MEMORY
17.02.2014,DELTA
17.02.2014,EPSILON
17.02.2014,MEMORY
17.02.2014,IOTA
17.02.2014,GAMMA
17.02.2014,ESCAPE
17.02.2014,ESCAPE
17.02.2014,IOTA
17.02.2014,GAMMA
13.02.2014,TELTA
13.02.2014,DELTA
13.02.2014,ILIZAGURME
13.02.2014,ESCAPE
12.02.2014,IOTA
12.02.2014,EPSILON
11.02.2014,GAMMA
11.02.2014,DELTA
10.02.2014,ZEILTA
10.02.2014,BLACK AND WHITE
10.02.2014,E01TA
10.02.2014,HEMA01
10.02.2014,DRDR-DOGAN
10.02.2014,IOTA
10.02.2014,EPSILON
10.02.2014,HEMA01
10.02.2014,IOTA
07.02.2014,EPSILON
06.02.2014,IOTA
05.02.2014,EPSILON
04.02.2014,DELTA
03.02.2014,EPSILON
03.02.2014,IOTA
03.02.2014,BLACK AND WHITE
31.01.2014,TELTA
28.01.2014,EPSILON
27.01.2014,GAMMA
27.01.2014,TELTA
27.01.2014,DRDR-DOGAN
27.01.2014,LAMBDA
27.01.2014,LAMBDA
24.01.2014,HEMA01
24.01.2014,BLACK AND WHITE
23.01.2014,SOLAR
23.01.2014,PLUTTON
21.01.2014,EPSILON
20.01.2014,IOTA
20.01.2014,TELTA
20.01.2014,IOTA
20.01.2014,GAMMA
20.01.2014,IOTA
20.01.2014,EPSILON
17.01.2014,OMICRON
17.01.2014,TELTA
17.01.2014,IOTA
16.01.2014,DELTA
16.01.2014,GAMMA
16.01.2014,MEMORY
16.01.2014,EPSILON
15.01.2014,IOTA
15.01.2014,DELTA
15.01.2014,GAMMA
14.01.2014,HEMA01
14.01.2014,DELTA
13.01.2014,CAROUSEL
13.01.2014,DELTA
13.01.2014,PIO1
13.01.2014,OMICRON
13.01.2014,PHI
13.01.2014,GAMMA
10.01.2014,ILIZAGURME
10.01.2014,DELTA
10.01.2014,TELTA
09.01.2014,BRANDADIDAS
09.01.2014,CAROUSEL
08.01.2014,DELTA
08.01.2014,EPSILON
07.01.2014,ILIZAGURME
07.01.2014,DELTA
07.01.2014,EPSILON
06.01.2014,TELTA
06.01.2014,DELTA
06.01.2014,MEMORY
06.01.2014,GAMMA
06.01.2014,GULHANIMK01
06.01.2014,IOTA
06.01.2014,GAMMA
06.01.2014,HAN AVM
06.01.2014,PIO1
06.01.2014,IOTA
03.01.2014,LITTLE CEASERS
03.01.2014,ILIZAGURME
03.01.2014,DELTA
03.01.2014,GAMMA
02.01.2014,IOTA
02.01.2014,GAMMA
02.01.2014,IOTA
31.12.2013,CAROUSEL
31.12.2013,EPSILON
31.12.2013,GAMMA
30.12.2013,EPSILON
30.12.2013,GAMMA
27.12.2013,DELTA
27.12.2013,TELTA
27.12.2013,CAROUSEL
26.12.2013,ILIZAGURME
26.12.2013,EPSILON
25.12.2013,ILIZAGURME
25.12.2013,PLUTTON
24.12.2013,DELTA
23.12.2013,SOLAR
23.12.2013,DELTA
23.12.2013,ZEILTA
23.12.2013,BOSPHORUS CAFE
23.12.2013,DURUMZADE
23.12.2013,BLACK AND WHITE
23.12.2013,CAROUSEL
23.12.2013,IOTA
23.12.2013,GULHANIMK01
20.12.2013,ILIZAGURME
20.12.2013,DELTA
20.12.2013,ZEILTA
19.12.2013,DELTA
19.12.2013,GAMMA
18.12.2013,DELTA
17.12.2013,CAROUSEL
17.12.2013,CAROUSEL
17.12.2013,DELTA
16.12.2013,ILIZAGURME
16.12.2013,EPSILON
16.12.2013,DELTA
16.12.2013,CAROUSEL
13.12.2013,EPSILON
13.12.2013,BERKA MARKET
12.12.2013,GAMMA
11.12.2013,SOLAR
09.12.2013,GAMMA
09.12.2013,KARSANAYI001
09.12.2013,HEMA01
05.12.2013,MEMORY
03.12.2013,IOTA
19.11.2013,GAMMA